induction_axial,induction_tangential,total_losses,radial_design_points
0.33236039836142345,0.08275354277135624,0.8267501576868422,0.15
0.33271863772424004,0.04782920056540044,0.9458557682315023,0.19999999999999998
0.3329510489829541,0.030794094533187485,0.9808372868496227,0.25
0.33193867010206757,0.021235890981609315,0.9883569184616662,0.3
0.33214301393675,0.015491691048596932,0.9784488062153457,0.35
0.3323349922284541,0.01174695988709835,0.9355852587105835,0.39999999999999997
0.3309396198988414,0.009166274186127634,0.793166826452571,0.44999999999999996
0.33339480137908106,0.007773847953997182,0.4587893638754818,0.4875
