induction_axial,induction_tangential,total_losses,radial_design_points
0.24113985397133095,0.1482018803827738,0.7158359722692098,0.15
0.19047173767146772,0.07249173110401742,0.8347732344893766,0.19999999999999998
0.1685244188288314,0.04389827452168575,0.882466217108155,0.25
0.15812640003028458,0.029905015817031578,0.8894737768125501,0.3
0.1562489081567587,0.02255675171128005,0.8592263547351313,0.35
0.16751219485006322,0.019061815951622117,0.7820840017040717,0.39999999999999997
0.1811237564017941,0.01647018949749845,0.6160024975125943,0.44999999999999996
0.19352116211226122,0.014929000792934586,0.33415049893155446,0.4875
