induction_axial,induction_tangential,total_losses,radial_design_points
0.27848795336708715,0.037254815087916775,0.8689672406219261,0.15
0.3171340652764039,0.02244776004941963,0.9746901387671769,0.19999999999999998
0.35830770114983956,0.014725775862927105,0.9958286675027844,0.25
0.40453445840092817,0.010309993915542413,0.9990399946691487,0.3
0.44589965604194465,0.007416445335309831,0.9979455682804341,0.35
0.47589028033217096,0.005459365105207411,0.9888107772611898,0.39999999999999997
0.46152467101167244,0.004304056617029764,0.9102964184112047,0.44999999999999996
0.44163771017284215,0.0037131922916962654,0.5716475092376742,0.4875
