induction_axial,induction_tangential,total_losses,radial_design_points
0.32163932555899716,0.12081352895520779,0.7860196590151728,0.15
0.296557885382443,0.06824079627453189,0.9093206962830828,0.19999999999999998
0.2776164314555736,0.042772215851377984,0.9529205962999009,0.25
0.26531989900080843,0.029099302840898695,0.9620834566825888,0.3
0.2585268603720957,0.021094572172606206,0.9421858247722944,0.35
0.2633019649500561,0.01639289077614332,0.8792089942103275,0.39999999999999997
0.26623520952849467,0.013019129556599002,0.7158041408051841,0.44999999999999996
0.2732380639126144,0.011215778711411453,0.39971381713886206,0.4875
